customer_id,customer_name,city,orders,total_spend,last_order_days,first_order_date,last_order_date
C0357,Akash Rao,Chennai,6,27564,65,2026-03-16,2026-07-15
C0358,Kavya Sharma,Hyderabad,1,4062,30,2026-06-11,2026-08-19
C0359,Isha Kumar,Kochi,7,32713,11,2026-01-24,2026-09-07
C0360,Aryan Shah,Mumbai,1,3633,2,2026-06-28,2026-09-16
C0361,Pooja Singh,Mumbai,3,10347,6,2025-09-23,2026-09-12
C0362,Diya Shah,Ahmedabad,3,14060,29,2025-12-12,2026-08-20
C0363,Aditi Rao,Kochi,1,1502,25,2025-09-12,2026-08-24
C0364,Isha Shah,Hyderabad,1,1472,9,2026-05-24,2026-09-09
C0365,Neha Iyer,Delhi,1,3394,12,2026-06-14,2026-09-06
C0366,Akash Sharma,Chennai,3,6674,13,2026-06-23,2026-09-05
C0367,Aditi Gupta,Ahmedabad,1,4997,14,2026-06-14,2026-09-04
C0368,Aarav Patel,Pune,1,5690,20,2026-02-14,2026-08-29
C0369,Neha Sharma,Chennai,2,14167,20,2025-10-11,2026-08-29
C0370,Shreya Kumar,Kolkata,6,24867,9,2025-12-01,2026-09-09
C0371,Aryan Patel,Delhi,3,9911,35,2026-06-06,2026-08-14
C0372,Meera Reddy,Hyderabad,1,4861,20,2025-09-18,2026-08-29
C0373,Ananya Verma,Mumbai,4,27966,11,2025-09-25,2026-09-07
C0374,Neha Shah,Pune,3,15666,43,2026-04-29,2026-08-06
C0375,Isha Nair,Kochi,3,21696,101,2026-02-09,2026-06-09
C0376,Neha Nair,Chennai,1,5984,16,2025-10-13,2026-09-02
C0377,Anika Nair,Kolkata,7,26960,4,2025-10-31,2026-09-14
C0378,Ananya Mehta,Jaipur,8,15881,24,2025-12-02,2026-08-25
C0379,Ananya Verma,Chennai,2,19406,147,2025-07-13,2026-04-24
C0380,Aryan Rao,Chennai,5,28865,26,2026-01-12,2026-08-23
C0381,Akash Verma,Kochi,3,13755,37,2025-07-24,2026-08-12
C0382,Pooja Joshi,Bengaluru,4,23593,137,2025-05-13,2026-05-04
C0383,Akash Patel,Hyderabad,1,3708,6,2025-09-16,2026-09-12
C0384,Varsha Sharma,Kochi,5,16865,116,2026-03-02,2026-05-25
C0385,Aarav Patel,Chennai,8,33284,19,2025-08-13,2026-08-30
C0386,Tanvi Singh,Ahmedabad,3,14643,37,2026-04-27,2026-08-12
C0387,Meera Sharma,Ahmedabad,7,17813,4,2026-06-04,2026-09-14
C0388,Meera Reddy,Pune,2,13537,35,2026-01-18,2026-08-14
C0389,Sahana Patel,Ahmedabad,1,4506,11,2026-07-05,2026-09-07
C0390,Isha Sharma,Mumbai,13,77465,2,2025-09-05,2026-09-16
C0391,Aditi Bhat,Hyderabad,1,5321,6,2026-02-25,2026-09-12
C0392,Sneha Gupta,Ahmedabad,7,21044,6,2025-09-20,2026-09-12
C0393,Pooja Gupta,Bengaluru,1,2416,15,2025-10-05,2026-09-03
C0394,Pooja Gupta,Bengaluru,1,2485,9,2025-08-15,2026-09-09
C0395,Akash Mehta,Mumbai,6,12126,107,2025-11-19,2026-06-03
C0396,Ananya Verma,Mumbai,7,32292,21,2026-02-19,2026-08-28
C0397,Varsha Gupta,Kochi,2,10700,27,2025-12-01,2026-08-22
C0398,Varsha Kumar,Chennai,6,8777,147,2026-01-16,2026-04-24
C0399,Kavya Patel,Hyderabad,2,11116,14,2025-11-17,2026-09-04
C0400,Neha Gupta,Kochi,7,28862,6,2025-12-07,2026-09-12
C0401,Sneha Iyer,Delhi,1,4811,10,2026-05-30,2026-09-08
C0402,Aditi Nair,Ahmedabad,1,3741,1,2025-12-13,2026-09-17
C0403,Aryan Singh,Kolkata,6,27399,124,2025-09-20,2026-05-17
C0404,Sahana Gupta,Ahmedabad,2,14263,6,2026-04-23,2026-09-12
C0405,Isha Sharma,Chennai,6,20511,25,2025-12-03,2026-08-24
C0406,Tanvi Iyer,Ahmedabad,1,1727,19,2026-06-03,2026-08-30
C0407,Diya Shah,Jaipur,4,23761,66,2025-06-11,2026-07-14
C0408,Riya Joshi,Hyderabad,2,27419,92,2025-12-18,2026-06-18
C0409,Aditya Verma,Chennai,2,12193,12,2026-04-08,2026-09-06
C0410,Ananya Shah,Kochi,1,5799,21,2025-12-22,2026-08-28
C0411,Aditi Mehta,Delhi,3,7945,133,2025-10-11,2026-05-08
C0412,Sneha Reddy,Kochi,1,3451,23,2026-02-28,2026-08-26
C0413,Isha Mehta,Chennai,6,9120,78,2025-11-04,2026-07-02
C0414,Aditya Reddy,Delhi,1,1887,8,2026-05-29,2026-09-10
C0415,Kavya Das,Hyderabad,1,4017,16,2026-05-23,2026-09-02
C0416,Tanvi Rao,Chennai,1,3873,15,2026-06-27,2026-09-03
C0417,Akash Gupta,Jaipur,1,3823,15,2025-11-28,2026-09-03
C0418,Kavya Mehta,Bengaluru,2,21022,142,2025-04-24,2026-04-29
C0419,Meera Das,Mumbai,5,13137,115,2026-01-08,2026-05-26
C0420,Sahana Reddy,Pune,4,23934,134,2026-01-31,2026-05-07
C0421,Tanvi Das,Ahmedabad,2,7505,73,2025-07-22,2026-07-07
C0422,Riya Sharma,Mumbai,3,20460,119,2026-04-22,2026-05-22
C0423,Pooja Singh,Delhi,4,11209,96,2026-03-29,2026-06-14
C0424,Meera Reddy,Mumbai,2,5848,30,2025-09-03,2026-08-19
C0425,Isha Iyer,Hyderabad,2,6559,5,2026-04-27,2026-09-13
C0426,Sahana Patel,Delhi,1,5055,22,2025-12-13,2026-08-27
C0427,Aarav Sharma,Pune,5,10331,122,2026-03-14,2026-05-19
C0428,Anika Gupta,Mumbai,1,1639,4,2026-03-08,2026-09-14
C0429,Meera Bhat,Chennai,5,19681,3,2025-11-18,2026-09-15
C0430,Tanvi Sharma,Kochi,1,4405,12,2025-08-03,2026-09-06
C0431,Ananya Rao,Delhi,6,20496,88,2026-04-09,2026-06-22
C0432,Arjun Kumar,Mumbai,1,3945,12,2025-12-31,2026-09-06
C0433,Kavya Shah,Delhi,4,23131,18,2025-09-28,2026-08-31
C0434,Varsha Iyer,Kochi,4,24884,7,2025-11-20,2026-09-11
C0435,Varsha Joshi,Hyderabad,1,3221,21,2026-07-02,2026-08-28
C0436,Anika Verma,Kolkata,7,34461,3,2025-11-19,2026-09-15
C0437,Aarav Nair,Pune,8,28790,12,2025-11-01,2026-09-06
C0438,Aditi Shah,Ahmedabad,2,6546,136,2026-03-02,2026-05-05
C0439,Aarav Reddy,Hyderabad,8,86726,7,2025-11-26,2026-09-11
C0440,Isha Rao,Jaipur,1,4269,23,2026-01-03,2026-08-26
C0441,Akash Rao,Jaipur,1,2050,9,2026-06-29,2026-09-09
C0442,Isha Patel,Jaipur,3,23576,102,2025-10-21,2026-06-08
C0443,Tanvi Rao,Mumbai,3,8909,8,2026-04-08,2026-09-10
C0444,Akash Bhat,Kolkata,8,34950,2,2026-03-12,2026-09-16
C0445,Aditi Patel,Bengaluru,1,892,6,2025-12-02,2026-09-12
C0446,Meera Joshi,Jaipur,4,11471,108,2026-02-28,2026-06-02
C0447,Diya Iyer,Mumbai,1,1040,11,2026-01-01,2026-09-07
C0448,Diya Joshi,Mumbai,8,17525,16,2025-12-13,2026-09-02
C0449,Shreya Nair,Bengaluru,2,11024,15,2026-03-27,2026-09-03
C0450,Arjun Bhat,Kochi,1,1744,8,2025-11-24,2026-09-10
C0451,Aarav Sharma,Bengaluru,7,26926,13,2026-05-22,2026-09-05
C0452,Aditi Bhat,Bengaluru,1,4235,8,2026-02-28,2026-09-10
C0453,Anika Gupta,Pune,4,33728,12,2026-06-07,2026-09-06
C0454,Shreya Rao,Bengaluru,8,16504,13,2026-07-02,2026-09-05
C0455,Riya Das,Chennai,1,3345,11,2026-06-25,2026-09-07
C0456,Sneha Verma,Bengaluru,3,14237,24,2025-09-11,2026-08-25
C0457,Anika Verma,Pune,1,4841,25,2026-04-16,2026-08-24
C0458,Sneha Shah,Hyderabad,7,15783,8,2025-11-07,2026-09-10
C0459,Meera Rao,Bengaluru,2,27538,109,2025-11-26,2026-06-01
C0460,Arjun Singh,Jaipur,5,22122,68,2026-04-01,2026-07-12
C0461,Diya Patel,Bengaluru,6,19535,150,2025-09-13,2026-04-21
C0462,Riya Iyer,Mumbai,1,4940,5,2025-09-22,2026-09-13
C0463,Neha Patel,Kochi,1,4363,22,2026-05-23,2026-08-27
C0464,Anika Reddy,Chennai,5,16690,101,2025-09-21,2026-06-09
C0465,Diya Singh,Mumbai,3,25159,74,2026-03-19,2026-07-06
C0466,Arjun Kumar,Ahmedabad,3,6978,39,2026-01-09,2026-08-10
C0467,Ananya Verma,Chennai,2,6481,15,2025-08-18,2026-09-03
C0468,Isha Das,Kochi,13,44720,2,2025-08-18,2026-09-16
C0469,Anika Nair,Kolkata,1,3248,9,2026-05-13,2026-09-09
C0470,Aarav Gupta,Ahmedabad,1,5306,8,2026-06-24,2026-09-10
C0471,Riya Patel,Delhi,4,22283,5,2026-05-05,2026-09-13
C0472,Neha Nair,Mumbai,1,2920,30,2026-06-12,2026-08-19
C0473,Aarav Patel,Hyderabad,5,10220,72,2025-12-21,2026-07-08
C0474,Arjun Sharma,Ahmedabad,17,63387,14,2025-07-31,2026-09-04
C0475,Neha Verma,Bengaluru,3,7831,27,2026-04-05,2026-08-22
C0476,Aditi Reddy,Chennai,2,5567,44,2025-08-23,2026-08-05
C0477,Varsha Singh,Chennai,3,5999,10,2026-03-19,2026-09-08
C0478,Neha Kumar,Kolkata,8,23164,21,2025-10-24,2026-08-28
C0479,Aarav Gupta,Pune,3,10636,41,2025-10-25,2026-08-08
C0480,Kavya Gupta,Chennai,6,34566,8,2026-07-27,2026-09-10
C0481,Diya Sharma,Ahmedabad,1,5584,8,2026-05-22,2026-09-10
C0482,Arjun Singh,Hyderabad,4,22189,19,2026-01-14,2026-08-30
C0483,Meera Bhat,Delhi,8,25420,26,2025-08-01,2026-08-23
C0484,Meera Bhat,Kochi,13,72201,10,2026-05-29,2026-09-08
C0485,Tanvi Singh,Ahmedabad,1,2238,16,2026-07-15,2026-09-02
C0486,Akash Sharma,Hyderabad,1,963,17,2025-12-01,2026-09-01
C0487,Aarav Nair,Kochi,5,26165,23,2026-04-28,2026-08-26
C0488,Kavya Sharma,Bengaluru,5,18634,28,2025-10-26,2026-08-21
C0489,Meera Patel,Pune,1,4040,19,2026-06-10,2026-08-30
C0490,Kavya Reddy,Pune,5,29315,26,2025-08-31,2026-08-23
C0491,Sahana Rao,Pune,8,26692,8,2025-09-05,2026-09-10
C0492,Tanvi Das,Delhi,3,7086,16,2026-08-03,2026-09-02
C0493,Tanvi Gupta,Kochi,17,55854,15,2025-09-25,2026-09-03
C0494,Anika Rao,Kochi,7,19608,11,2026-06-30,2026-09-07
C0495,Anika Nair,Pune,4,26001,15,2026-07-30,2026-09-03
C0496,Diya Singh,Hyderabad,1,3671,9,2026-06-16,2026-09-09
C0497,Aarav Sharma,Kolkata,3,7725,31,2025-11-09,2026-08-18
C0498,Neha Nair,Jaipur,3,14470,19,2026-05-09,2026-08-30
C0499,Riya Patel,Bengaluru,6,23556,4,2026-07-09,2026-09-14
C0500,Kavya Kumar,Kolkata,4,32925,29,2026-06-04,2026-08-20
